user_name,machine_name,logon_time,total_sec,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7
user_255,machine_17,02-12-2020 06:26,27.187,0.02,3.7,0.031,1.724,1.197,8.727,6.777
user_10,machine_2,2/27/2020 15:27,21.106,0.033,5.607,0.031,1.477,1.38,3.637,6.033
user_349,machine_5,2/26/2020 0:25,30.428,0.033,,0.032,1.826,1.207,10.113,13.907
user_80,machine_17,2/25/2020 12:16,22.596,0.033,0.694,0.032,1.777,0.707,4.733,5.394
user_33,machine_21,02-10-2020 13:43,43.659,0.094,5.006,0.047,2.17,2.17,5.42,22.247
user_518,machine_22,02-03-2020 11:42,23.955,0.016,,0.031,1.853,0.877,5.056,7.817
user_30,machine_22,2/28/2020 11:53,19.589,0.033,,0.031,2.016,0.48,4.753,5.813
user_569,machine_24,02-05-2020 16:01,97.277,0.017,6.323,0.14,1.423,0.397,3.2,4.794
user_562,machine_21,02-05-2020 16:26,28.52,0.033,,0.031,1.453,0.53,8.957,4.876
user_359,machine_21,02-09-2020 01:31,35.743,0.066,,0.031,1.46,0.433,1.94,5.057
user_494,machine_5,2/21/2020 2:31,22.765,0.03,3.84,0.141,1.584,0.213,2.327,10.36
user_143,machine_2,2/28/2020 14:41,23.893,0.057,,0.031,1.533,0.694,12.963,4.897
user_615,machine_14,2/29/2020 3:40,21.247,0.017,,0.031,1.47,0.227,7.867,7.01
user_85,machine_4,2/24/2020 7:12,60.408,0.033,,0.031,1.654,1.393,5.373,11.683
user_223,machine_5,2/27/2020 0:56,37.843,0.034,,0.047,1.9,1.3,12.863,15.097
user_522,machine_19,2/15/2020 11:37,35.446,0.143,6.427,0.031,1.747,1.037,13.914,6.29
user_582,machine_18,2/17/2020 15:24,36.556,0.03,3.563,0.031,1.717,0.23,1.983,10.363
user_449,machine_22,2/20/2020 21:21,29.326,0.033,,0.141,1.797,0.233,6.447,9.93
user_308,machine_18,02-05-2020 05:05,20.027,0.034,,0.032,2.18,0.314,2.704,5.88
user_175,machine_6,02-10-2020 21:00,15.451,0.03,2.907,0.047,1.593,0.884,2.736,7.244
user_664,machine_1,02-03-2020 12:10,61.681,0.033,,0.032,1.397,0.44,3.927,6.47
user_33,machine_22,02-04-2020 06:50,43.279,0.044,6.373,0.031,2.184,2.3,6.043,21.56
user_417,machine_4,02-08-2020 00:49,28.925,0.016,4.24,0.031,1.803,0.64,11.14,6.607
user_449,machine_19,2/14/2020 19:40,47.119,0.033,,0.016,1.743,0.257,6.156,10.697
user_97,machine_23,02-04-2020 23:45,18.864,0.02,,0.047,1.453,0.393,5.307,4.74
user_522,machine_23,02-04-2020 17:20,21.906,0.03,,0.157,1.49,0.343,9.177,4.853
user_518,machine_21,03-02-2020 16:20,19.658,0.017,,0.031,1.943,0.553,5.433,6.147
user_454,machine_19,2/28/2020 15:39,32.371,0.02,,0.141,1.633,0.71,19.943,5.437
user_222,machine_2,03-02-2020 22:54,31.555,0.02,9.944,0.031,1.51,0.603,9.797,5.03
user_576,machine_6,02-06-2020 20:01,28.924,0.034,,0.047,1.633,1.237,12.783,7.36
user_391,machine_14,2/19/2020 4:03,25.285,0.03,,0.047,1.657,0.21,3.324,11.666
user_116,machine_1,2/19/2020 3:28,28.343,0.063,5.723,0.031,1.473,0.567,10.86,5.333
user_587,machine_23,2/25/2020 11:35,34.797,0.056,,0.031,2.207,0.99,7.614,6.836
user_426,machine_16,02-11-2020 22:36,28.532,0.03,,0.032,1.65,0.36,5.126,9.267
user_183,machine_5,02-12-2020 21:19,24.444,0.02,3.293,0.015,1.587,0.627,7.28,9.017
user_373,machine_6,02-12-2020 23:40,37.135,0.034,6.386,0.046,1.62,0.23,9.837,10.7
user_226,machine_1,2/18/2020 15:28,22.657,0.046,5.18,0.047,1.557,0.464,5.053,5.077
user_496,machine_21,02-06-2020 11:38,29.405,0.016,5.277,0.031,1.474,0.34,1.69,11.47
user_290,machine_5,2/28/2020 13:01,16.501,0.02,,0.031,1.17,1.07,5.204,5.396
user_266,machine_5,02-06-2020 01:44,37.367,0.03,4.72,0.031,1.53,0.167,2.917,10.63
user_201,machine_5,2/28/2020 8:16,31.492,0.034,7.203,0.062,1.653,0.79,5.896,5.92
user_382,machine_17,2/27/2020 15:44,19.175,0.03,,0.031,1.613,0.206,2.41,9.736
user_522,machine_24,2/20/2020 12:18,35.418,0.047,,0.031,1.873,0.24,15.884,10.666
user_328,machine_5,2/19/2020 18:08,26.024,0.016,,0.047,1.657,0.23,6.55,10.693
user_648,machine_5,02-12-2020 23:39,44.493,0.017,,0.031,1.733,1.603,28.234,9.7
user_333,machine_5,2/20/2020 4:35,36.506,0.093,,0.031,1.673,1.187,22.54,8.434
user_538,machine_2,02-05-2020 12:28,28.673,0.02,3.28,0.14,1.434,0.493,9.27,6.503
user_580,machine_22,2/19/2020 20:05,27.26,0.237,,0.046,1.68,0.766,3.25,9.847
user_657,machine_14,02-04-2020 22:10,33.36,0.033,6.05,0.047,2.797,1.196,5.487,15.686
user_296,machine_6,02-12-2020 04:28,30.839,0.046,4.68,0.031,1.594,1.37,9.9,9.45
user_460,machine_23,2/27/2020 21:02,23.914,0.047,8.27,0.031,1.654,0.6,5.003,5.113
user_186,machine_5,02-04-2020 18:38,44.421,0.057,,0.016,1.704,1.097,27.513,7.813
user_478,machine_6,02-12-2020 07:44,29.74,0.034,3.696,0.062,1.613,2.403,10.403,8.804
user_57,machine_5,02-11-2020 22:10,34.704,0.053,4.73,0.015,1.71,0.197,11.093,11.687
user_502,machine_24,2/24/2020 22:08,29.249,0.16,,0.109,1.77,0.22,11.384,9.026
user_443,machine_6,02-03-2020 20:38,71.542,0.08,14.876,0.047,1.82,0.327,31.397,7.556
user_155,machine_2,02-07-2020 20:42,23.224,0.034,,0.031,1.673,0.27,6.27,10.64
user_91,machine_17,2/27/2020 12:10,18.201,0.033,,0.031,1.737,0.827,3.27,7.256
user_259,machine_21,2/17/2020 10:53,34.37,0.073,9.31,0.047,1.857,0.506,2.753,13.64
user_542,machine_1,02-12-2020 14:45,50.665,0.034,5.496,0.063,1.893,0.486,,
user_606,machine_19,2/28/2020 15:22,21.488,0.06,,0.031,2.36,0.777,7.383,6.147
user_131,machine_5,02-08-2020 20:29,26.286,0.053,5.744,0.047,1.603,0.506,3.923,6.927
user_546,machine_5,2/18/2020 19:30,26.954,0.203,6.283,0.047,1.68,0.194,6.9,8.09
user_115,machine_4,2/19/2020 0:28,17.922,0.033,1.916,0.031,1.567,1.033,5.447,6.546
user_517,machine_18,2/21/2020 10:09,28.922,0.031,6.444,0.032,1.66,0.704,1.677,7.606
user_74,machine_5,2/14/2020 6:49,69.299,0.08,8.547,0.125,2.166,1.816,32.123,16.657
user_277,machine_8,2/14/2020 20:10,23.564,0.031,,0.031,1.843,0.767,8.993,7.9
user_78,machine_22,02-04-2020 22:43,15.316,0.02,,0.047,1.453,0.357,2.04,4.6
user_69,machine_1,2/18/2020 13:48,18.11,0.017,,0.031,1.393,0.223,3.497,5.283
user_541,machine_5,2/25/2020 0:23,27.664,0.033,,0.141,1.88,0.21,6.067,14.46
user_280,machine_2,2/28/2020 14:03,43.857,0.06,,0.125,1.47,0.553,30.533,4.67
user_359,machine_21,2/21/2020 11:14,18.031,0.03,,0.031,,0.217,0.227,8.273
user_222,machine_0,2/19/2020 23:21,31.642,0.017,10.423,0.031,1.456,0.783,7.013,5.394
user_468,machine_8,02-11-2020 02:46,21.502,0.031,3.67,0.031,,0.303,0.213,11.544
user_647,machine_21,2/20/2020 11:47,38.426,0.033,,0.032,1.81,1.716,16.46,8.697
user_478,machine_5,2/25/2020 19:32,30.705,0.017,1.95,0.063,1.8,0.3,8.046,14.047
user_4,machine_16,02-07-2020 21:54,29.24,0.062,,0.031,1.693,0.37,6.33,9.123
user_359,machine_19,2/17/2020 0:39,99.245,0.143,,0.032,1.663,0.213,3.163,10.737
user_479,machine_1,03-01-2020 01:23,38.537,0.033,,0.016,2.143,2.277,12.747,14.316
user_359,machine_24,02-08-2020 23:02,35.07,0.03,,0.031,1.43,0.477,1.794,5.003
user_636,machine_11,03-02-2020 19:43,43.824,0.017,4.384,0.047,1.657,0.166,20.624,9.843
user_445,machine_4,2/27/2020 21:53,29.614,0.03,4.47,0.062,1.7,1.21,11.436,6.454
user_43,machine_5,02-12-2020 21:12,70.896,0.033,,0.031,1.643,0.186,8.65,12.757
user_103,machine_19,02-11-2020 08:55,23.91,0.033,,0.032,1.744,1.33,6.55,7.503
user_98,machine_21,03-01-2020 13:32,33.847,0.187,7.027,0.032,1.683,0.8,2.356,6.777
user_111,machine_1,02-12-2020 13:38,26.959,0.016,,0.032,1.77,0.286,4.3,10.75
user_123,machine_2,2/27/2020 17:04,19.948,0.034,4.48,0.047,1.574,0.56,3.56,5.013
user_43,machine_5,02-05-2020 01:34,33.453,0.034,6.26,0.031,1.556,0.173,6.106,11.44
user_537,machine_4,2/27/2020 4:09,33.377,0.05,4.18,0.156,1.793,2.114,6.964,12.45
user_72,machine_0,2/22/2020 3:35,24.02,0.016,5.007,0.032,1.503,0.686,10.44,6.227
user_485,machine_4,02-03-2020 22:15,39.649,0.033,,0.079,1.923,0.88,23.63,6.62
user_518,machine_18,2/28/2020 15:39,18.415,0.02,,0.031,1.7,0.557,5.503,5.45
user_502,machine_24,02-03-2020 12:01,27.496,0.053,,0.031,1.474,0.183,9.773,9.703
user_13,machine_4,2/24/2020 18:37,25.43,0.03,4.237,0.047,1.51,1.507,5.62,8.864
user_528,machine_6,2/28/2020 18:06,20.323,0.05,,0.047,,0.17,0.16,2.923
user_38,machine_24,2/28/2020 15:29,21.715,0.03,,0.031,1.863,0.76,6.293,7.8
user_92,machine_0,2/26/2020 15:04,23.091,0.057,,0.032,1.574,1.4,8.413,7.597
user_15,machine_2,2/17/2020 20:44,34.294,0.034,6.02,0.031,1.683,0.477,9.914,11.426
user_543,machine_4,2/24/2020 8:07,16.888,0.057,,0.047,1.77,1.513,3.863,7.524
user_261,machine_2,02-10-2020 16:47,33.553,0.034,10.747,0.031,1.653,1.407,6.396,8.16
user_204,machine_19,2/15/2020 9:51,27.517,0.15,,0.031,1.68,1.544,2.386,8.564
user_517,machine_19,02-06-2020 10:23,37.544,0.054,8.57,0.141,1.443,1.13,1.42,7.18
user_211,machine_5,03-02-2020 23:14,30.894,0.03,12.004,0.032,1.53,0.187,3.067,9.793
user_371,machine_7,2/28/2020 0:20,16.253,0.063,4,0.031,1.467,0.334,2.713,5.113
user_408,machine_8,02-11-2020 20:38,24.055,0.02,,0.047,1.576,0.17,2.566,10.237
user_411,machine_24,02-07-2020 23:04,33.922,0.02,,0.015,1.427,0.2,5.057,10.053
user_497,machine_19,02-03-2020 10:58,27.921,0.033,,0.032,1.477,0.787,7.887,6.833
user_468,machine_7,2/28/2020 19:44,28.097,0.034,3.82,0.032,1.51,0.967,8.364,6.203
user_461,machine_21,2/28/2020 15:44,21.89,0.033,,0.031,1.823,0.563,9.63,4.49
user_485,machine_5,2/21/2020 22:24,40.411,0.06,,0.032,1.93,2.373,22.663,10.31
user_289,machine_0,2/14/2020 15:52,25.522,0.064,,0.032,1.883,0.657,6.697,11.36
user_495,machine_4,02-03-2020 20:00,35.4,0.017,4.306,0.047,2.02,1.55,12.074,11.993
user_258,machine_19,2/13/2020 10:48,28.055,0.093,,0.031,1.71,0.62,1.833,6.667
user_248,machine_16,02-05-2020 23:54,24.486,0.03,,0.031,1.837,0.296,5.904,11.14
user_19,machine_16,2/29/2020 6:33,17.019,0.07,,0.031,1.41,0.35,2.69,5.303
user_576,machine_6,2/14/2020 20:32,65.98,0.033,3.29,0.062,2.5,1.59,29.95,24.4
user_219,machine_23,2/25/2020 8:47,30.267,0.03,9.454,0.031,1.737,0.58,5.496,7.177
user_147,machine_4,2/27/2020 23:22,19.287,0.033,,0.047,1.72,0.774,7.294,6.39
user_686,machine_4,2/27/2020 17:55,20.627,0.063,,0.047,1.973,2.363,4.953,9.817
user_13,machine_4,2/20/2020 1:45,22.689,0.03,2.603,0.047,1.587,1.05,5.667,7.313
user_367,machine_24,02-12-2020 16:24,25.153,0.067,,0.031,1.683,0.684,3.04,6.903
user_243,machine_6,2/16/2020 19:31,42.413,0.037,4.38,0.031,2.113,1.55,14.017,18.757
user_264,machine_1,03-01-2020 18:36,38.917,0.036,,0.141,1.513,1.11,22.557,6.966
user_84,machine_1,2/18/2020 13:12,52.289,0.016,8.757,0.031,2.27,2.433,13.596,16.357
user_374,machine_5,2/20/2020 21:45,22.537,0.03,,0.047,1.65,1.393,9.94,7.113
user_255,machine_17,2/24/2020 22:15,34.91,0.033,6.13,0.031,1.727,0.824,9.35,7.017
user_333,machine_5,2/23/2020 2:32,22.574,0.07,,0.032,1.623,0.876,9.91,7.11
user_612,machine_19,2/25/2020 9:07,18.925,0.013,,0.031,1.75,0.58,5.597,5.457
user_221,machine_8,02-04-2020 07:20,34.078,0.03,9.386,0.047,1.574,0.44,10.287,5.673
user_263,machine_1,02-06-2020 18:01,50.519,0.016,9.747,0.031,2.023,0.324,15.703,10.953
user_345,machine_5,2/19/2020 2:44,32.362,0.05,11.866,0.063,1.687,0.81,2.434,7.41
user_328,machine_4,2/27/2020 19:27,24.108,0.073,,0.046,1.583,0.18,7.47,10.13
user_428,machine_2,03-02-2020 21:24,27.763,0.03,8.777,0.172,1.65,0.424,6.843,5.31
user_478,machine_5,2/20/2020 19:54,20.769,0.064,2.01,0.047,1.637,0.513,5.75,5.92
user_306,machine_5,2/19/2020 18:38,24.417,0.063,5.917,0.047,1.54,1.25,2.95,6.656
user_298,machine_4,2/26/2020 19:30,28.419,0.034,,0.062,1.784,0.627,9.084,12.993
user_617,machine_24,02-12-2020 10:55,48.365,0.067,,0.031,1.767,0.297,1.52,10.846
user_123,machine_0,2/27/2020 16:43,25.112,0.077,7.564,0.046,1.52,0.627,5.157,5.393
user_417,machine_5,02-11-2020 07:30,42.282,0.033,4.7,0.047,1.767,1.084,21.894,8.236
user_350,machine_15,2/25/2020 3:42,25.57,0.03,3.253,0.032,1.413,0.233,4.323,11.397
user_412,machine_17,2/27/2020 15:17,24.623,0.03,6.16,0.032,1.713,0.21,3.256,10.3
user_568,machine_18,2/27/2020 15:34,22.299,0.033,,0.031,1.834,0.234,4.417,10.483
user_390,machine_6,02-12-2020 20:27,72.147,0.016,,0.047,1.607,1.07,10.21,9.76
user_135,machine_4,2/26/2020 20:58,34.513,0.033,7.91,0.062,1.706,3.36,6.727,12.773
user_266,machine_5,2/20/2020 20:40,33.396,0.03,2.614,0.047,1.697,1.12,2.286,6.547
user_404,machine_0,2/17/2020 13:09,64.582,0.033,29.63,0.031,1.743,1.563,10.203,10.59
user_587,machine_24,2/28/2020 11:57,25.529,0.034,4.654,0.031,1.707,0.523,7.547,5.377
user_253,machine_1,2/21/2020 17:45,72.798,0.03,3.644,0.031,1.56,0.653,37.886,6.694
user_408,machine_5,2/19/2020 20:05,19.945,0.034,,0.031,1.597,0.177,3.547,9.95
user_266,machine_5,02-12-2020 20:07,43.968,0.02,3.474,0.031,1.65,0.2,4.227,12.133
user_453,machine_4,2/27/2020 0:21,163.714,0.03,,0.031,1.613,0.497,2.07,14.33
user_681,machine_5,2/21/2020 21:24,20.844,0.03,,0.031,1.674,1.96,7.45,8.19
user_322,machine_5,02-07-2020 22:29,28.817,0.03,4.824,0.032,1.687,1.527,12.947,7.033
user_219,machine_21,2/19/2020 6:29,36.087,0.043,8.953,0.032,1.853,0.307,5.816,11.32
user_255,machine_17,02-11-2020 18:27,32.608,0.033,8.567,0.031,1.913,1.257,8.74,6.87
user_428,machine_3,03-02-2020 21:26,21.738,0.05,4.95,0.062,1.647,0.647,6.05,5.087
user_518,machine_24,2/24/2020 12:01,223.624,0.063,,0.125,1.684,0.613,5.753,5.533
user_255,machine_18,02-07-2020 06:18,26.45,0.06,4.83,0.125,1.5,0.623,6.863,5.357
user_349,machine_5,2/18/2020 4:20,21.856,0.074,,0.047,1.497,0.364,7.773,4.987
user_254,machine_23,2/17/2020 14:21,22.29,0.02,5.276,0.032,1.604,0.454,1.6,7.127
user_647,machine_17,2/19/2020 14:33,37.661,0.03,,0.062,1.833,1.273,15.356,8.57
user_146,machine_5,02-12-2020 00:37,36.366,0.046,3.747,0.031,1.857,2.823,13.723,11.67
user_151,machine_17,02-03-2020 14:21,23.051,0.03,,0.032,1.446,0.51,2.593,7.1
user_693,machine_23,02-10-2020 11:49,35.202,0.057,,0.031,1.417,0.544,2.713,7.537
user_177,machine_7,2/28/2020 0:14,33.686,0.046,2.93,0.062,1.524,0.173,3.873,9.667
user_376,machine_17,02-11-2020 12:59,27.395,0.078,10.984,0.047,1.703,0.394,3.096,6.78
user_681,machine_5,02-03-2020 00:14,19.07,0.034,,0.016,1.56,1.304,5.004,8.253
user_119,machine_23,02-07-2020 08:29,36.434,0.057,,0.031,1.467,0.417,1.744,4.963
user_597,machine_21,02-12-2020 19:43,44.41,0.02,,0.032,1.806,0.803,4.553,8.287
user_45,machine_21,02-06-2020 20:27,23.699,0.037,7.98,0.032,1.463,0.587,3.673,5.157
user_294,machine_4,2/24/2020 20:51,32.753,0.034,7.04,0.047,1.75,2.594,6.786,10.65
user_123,machine_2,2/27/2020 17:16,17.884,0.03,3.78,0.031,1.486,0.647,2.486,5.08
user_266,machine_7,02-06-2020 19:30,43.914,0.03,6.797,0.047,1.813,0.886,6.893,16.61
user_455,machine_2,2/13/2020 14:43,20.392,0.016,,0.032,1.63,1.283,4.883,8.303
user_453,machine_4,2/22/2020 1:48,19.076,0.033,,0.031,1.527,0.173,1.683,10.543
user_638,machine_17,2/28/2020 16:20,29.944,0.034,,0.032,1.746,0.53,10.34,6.097
user_298,machine_8,2/13/2020 3:32,27.097,0.046,,0.078,1.59,0.933,12.62,6.32
user_694,machine_21,02-03-2020 07:18,26.465,0.03,6.19,0.031,1.473,0.19,2.967,9.863
user_21,machine_5,02-04-2020 07:32,15.32,0.033,,0.016,1.487,0.553,1.49,5.267
user_3,machine_4,2/26/2020 21:52,58.16,0.016,,0.047,1.94,0.444,30.917,17.523
user_396,machine_4,2/14/2020 22:29,27.539,0.02,10.073,0.046,,0.24,0.317,8.606
user_119,machine_23,2/21/2020 19:00,20.755,0.034,,0.031,1.643,0.233,2.76,9.81
user_62,machine_5,2/20/2020 2:15,54.307,0.03,4.263,0.032,1.62,2.106,29.91,8.674
user_266,machine_5,2/27/2020 2:05,27.833,0.067,2.817,0.031,1.75,0.36,2.803,14.004
user_646,machine_19,2/28/2020 17:11,73.397,0.031,,0.031,1.703,0.597,16.983,5.22
user_153,machine_17,02-11-2020 21:04,23.787,0.016,,0.062,1.713,0.283,3.623,10.7
user_581,machine_24,2/27/2020 14:31,35,0.03,,0.032,1.753,0.324,16.043,11.54
user_192,machine_0,2/19/2020 2:49,78.172,0.033,,0.031,1.606,0.25,40.98,9.773
user_213,machine_7,02-03-2020 21:16,37.044,0.02,,0.046,1.693,0.536,24.65,5.867
user_544,machine_2,2/27/2020 16:54,27.131,0.047,5.08,0.047,1.53,0.543,4.203,5.013
user_114,machine_5,2/22/2020 1:15,63.377,0.033,8.126,0.047,1.393,1.27,36.253,8.737
user_255,machine_17,2/17/2020 15:31,33.36,0.02,7.143,0.046,1.786,1.437,8.42,7.41
user_170,machine_9,03-02-2020 19:36,33.221,0.034,,0.031,1.504,0.573,17.224,5.013
user_73,machine_2,2/21/2020 2:45,74.18,0.034,3.507,0.031,1.61,1.01,16.677,5.29
user_576,machine_4,02-07-2020 20:28,30.035,0.046,2.8,0.047,1.743,1.1,13.656,7.314
user_328,machine_5,2/14/2020 9:16,32.372,0.097,,0.046,2.107,1.913,9.486,15.324
user_228,machine_5,2/15/2020 5:37,77.225,0.03,,0.016,2.433,0.28,12.93,16.823
user_257,machine_22,02-11-2020 13:41,34.11,0.016,6.24,0.031,1.693,0.627,3.116,9.127
user_280,machine_1,2/17/2020 17:03,54.425,0.033,,0.032,2.04,1.437,36.29,9.777
user_26,machine_6,2/15/2020 23:21,38.347,0.016,,0.141,2.2,5.68,11.053,18.52
user_115,machine_5,2/19/2020 0:34,18.986,0.033,1.99,0.031,1.677,0.197,4.24,10.13
user_111,machine_1,02-12-2020 12:17,29.881,0.017,5.703,0.031,1.727,1.32,5.19,9.027
user_403,machine_5,2/21/2020 21:56,24.402,0.02,,0.031,1.713,0.186,7.286,10.7
user_403,machine_4,2/21/2020 21:53,24.943,0.034,,0.046,1.676,0.21,7.373,11.304
user_296,machine_5,02-05-2020 08:20,25.281,0.067,,0.094,1.527,0.167,9.83,9.67
user_440,machine_4,2/18/2020 20:05,19.434,0.033,,0.031,1.543,0.76,5.82,6.137
user_228,machine_4,02-07-2020 23:03,69.254,0.02,,0.125,1.863,0.223,9.616,11.28
user_10,machine_0,02-10-2020 20:52,24.848,0.034,,0.047,1.786,1.434,4.857,8.087
user_298,machine_4,2/26/2020 19:09,37.433,0.18,,0.063,2.076,0.593,10.95,15.987
user_351,machine_4,2/26/2020 4:13,24.932,0.03,,0.032,1.696,3.567,5.953,11.927
user_336,machine_6,02-12-2020 03:12,26.376,0.046,4.83,0.031,1.61,1.533,5.217,9.367
user_441,machine_5,2/14/2020 4:01,31.551,0.03,,0.016,2.26,1.823,4.84,17.354
user_412,machine_24,02-05-2020 12:57,18.826,0.03,7.787,0.063,1.383,0.957,1.37,5.194
user_684,machine_17,02-07-2020 13:26,43.301,0.033,,0.031,1.443,0.19,1.99,9.97
user_195,machine_4,02-05-2020 09:19,35.083,0.03,,0.031,1.773,1.483,17.33,8.237
user_300,machine_6,02-03-2020 22:01,29.637,0.017,,0.032,1.523,0.517,18.97,4.933
user_536,machine_16,02-04-2020 01:22,36.834,0.046,5.374,0.031,1.69,0.316,7.824,13.113
user_246,machine_1,02-06-2020 14:53,22.131,0.033,3.78,0.031,1.883,1.343,4,6.813
user_491,machine_2,2/27/2020 14:15,17.377,0.08,,0.031,1.42,0.97,2.69,5.58
user_15,machine_1,2/24/2020 19:47,32.444,0.033,8.466,0.031,1.633,0.9,9.93,7.13
user_417,machine_8,02-12-2020 19:29,53.72,0.031,3.96,0.953,,0.253,0.304,3.296
user_82,machine_19,2/19/2020 13:19,20.904,0.03,,0.031,1.703,0.903,5.496,7.127
user_300,machine_5,2/22/2020 2:28,42.22,0.034,6.323,0.14,1.597,0.23,18.647,14.706
user_473,machine_21,02-10-2020 12:16,23.401,0.033,5.707,0.031,1.48,0.536,2.733,5.997
user_316,machine_6,2/29/2020 3:58,18.031,0.034,,0.031,1.647,1.08,3.6,8.453
user_691,machine_17,02-06-2020 14:04,13.836,0.016,,0.046,1.473,0.616,1.563,4.934
user_518,machine_24,02-03-2020 11:47,17.041,0.03,,0.031,1.403,0.686,4.074,4.956
user_163,machine_2,2/26/2020 15:06,38.499,0.016,,0.032,1.487,0.374,14.233,9.867
user_396,machine_5,02-07-2020 23:58,68.4,0.03,7.653,0.031,1.74,1.243,44.44,7.477
user_542,machine_3,02-04-2020 20:15,47.609,0.033,5.657,0.156,1.55,0.353,26.323,5.537
user_412,machine_19,2/27/2020 15:55,24.628,0.017,6.49,0.031,1.66,0.233,2.67,10.39
user_272,machine_5,03-02-2020 21:39,17.646,0.03,,0.032,1.533,0.26,4.95,4.834
user_708,machine_0,2/17/2020 16:33,64.937,0.054,10.896,0.031,1.947,2.016,35.277,8.643
user_620,machine_17,03-02-2020 16:46,25.047,0.057,,0.141,1.603,0.62,4.226,5.477
user_461,machine_17,02-11-2020 16:00,29.442,0.034,,0.031,1.824,0.22,8.83,11.923
user_522,machine_19,02-04-2020 20:24,22.003,0.03,,0.031,1.49,0.433,9.506,4.887
user_523,machine_24,2/26/2020 12:32,20.369,0.034,,0.047,1.77,0.253,2.147,10.246
user_624,machine_10,03-02-2020 21:31,17.033,0.046,,0.062,1.66,0.26,3.076,5.287
user_601,machine_10,03-02-2020 19:40,19.719,0.05,,0.047,1.583,0.264,9.177,4.753
user_281,machine_0,02-12-2020 14:17,53.89,0.02,13.237,0.047,1.776,0.603,7.177,12.867
user_33,machine_22,2/18/2020 9:46,36.625,0.11,5.06,0.047,2.56,2,6.963,15.48
user_591,machine_5,2/28/2020 23:11,18.835,0.05,,0.046,1.55,1.193,5.893,6.49
user_47,machine_6,2/13/2020 18:57,43.843,0.073,4.877,0.047,2.24,2.54,4.146,22.634
user_303,machine_5,2/21/2020 20:02,21.968,0.017,2.467,0.031,1.837,0.24,4.267,11.907
user_568,machine_18,02-07-2020 15:59,178.089,0.03,,0.031,1.457,0.266,0.834,11.836
user_450,machine_5,2/23/2020 19:20,56.889,0.07,14.993,0.031,1.68,0.214,20.91,11.384
user_646,machine_23,2/17/2020 15:12,27.272,0.033,4.51,0.031,1.676,0.736,5.573,6.41
user_671,machine_5,02-06-2020 20:37,16.893,0.034,,0.031,1.536,0.734,4.936,6.537
user_529,machine_17,2/21/2020 11:57,22.84,0.017,,0.031,1.68,1.077,8.867,5.29
user_161,machine_1,2/20/2020 18:21,34.667,0.076,4.387,0.031,1.514,0.48,3.783,4.857
user_78,machine_23,02-04-2020 22:40,24.891,0.017,,0.157,1.43,0.223,1.656,9.28
user_154,machine_6,2/29/2020 0:59,14.396,0.03,,0.047,1.597,0.667,2.434,6.74
user_542,machine_1,2/13/2020 15:09,59.853,0.02,5.3,0.047,2.023,0.644,37.773,8.354
user_647,machine_19,2/20/2020 14:20,39.564,0.017,,0.031,1.77,1.453,14.857,8.237
user_417,machine_6,2/13/2020 8:07,44.476,0.076,3.303,0.047,1.62,0.95,24.104,8.976
user_569,machine_22,02-05-2020 15:22,55.708,0.034,3.697,0.031,1.45,0.496,2.937,5.053
user_379,machine_7,2/29/2020 3:41,13.438,0.033,,0.047,1.464,0.464,2.223,5.97
user_657,machine_16,02-04-2020 22:13,20.559,0.063,4.394,0.047,2.097,0.347,3.504,6.99
user_519,machine_4,2/20/2020 20:25,20.987,0.017,,0.032,1.51,0.204,5.32,9.746
user_465,machine_1,2/24/2020 15:48,24.486,0.034,4.333,0.14,1.507,0.274,4.027,9.687
user_355,machine_14,02-06-2020 03:48,26.542,0.034,,0.031,1.677,0.256,8.106,7.917
user_591,machine_5,2/24/2020 18:31,25.949,0.02,,0.047,1.597,2.78,9.173,9.637
user_457,machine_21,02-07-2020 09:49,14.692,0.016,,0.031,1.426,0.77,1.47,5.204
user_546,machine_6,2/16/2020 2:25,59.113,0.08,9.86,0.047,2.167,0.367,15.07,24.644
user_334,machine_4,2/26/2020 2:58,27.485,0.066,,0.046,1.74,0.443,8.386,13.004
user_62,machine_5,2/19/2020 3:38,54.661,0.046,8.404,0.047,1.74,0.763,29.957,7.357
user_686,machine_4,02-03-2020 14:22,31.573,0.016,,0.047,2.187,2.35,6.65,17.673
user_595,machine_2,2/28/2020 9:44,28.574,0.063,,0.016,1.42,0.374,7.14,10.987
user_301,machine_4,2/25/2020 23:45,30.619,0.03,,0.047,1.723,0.394,11.06,12.94
user_337,machine_5,2/21/2020 3:12,20.109,0.03,,0.031,1.706,0.204,2.523,10.48
user_123,machine_1,2/27/2020 19:08,37.009,0.06,5.69,0.031,1.494,0.706,3.273,5.32
user_534,machine_2,2/26/2020 13:50,32.808,0.063,5.307,0.047,1.44,0.867,5.397,5.176
user_645,machine_23,2/28/2020 15:53,21.162,0.033,3.937,0.031,1.553,0.35,2.733,5.914
user_422,machine_5,02-10-2020 19:44,27.032,0.033,3.33,0.032,1.703,0.22,10.484,10.666
user_547,machine_4,2/21/2020 19:25,22.2,0.033,2.51,0.031,1.503,0.17,2.963,10.27
user_219,machine_19,2/28/2020 9:36,32.709,0.016,12.05,0.047,1.726,0.407,5.813,6.607
user_559,machine_5,2/14/2020 8:51,26.917,0.06,2.99,0.015,2.027,0.427,3.514,15.166
